Measure ID,Measure Name,Value Set Name,Value Set OID
AAB,Avoidance of Antibiotic Treatment for Acute Bronchitis/Bronchiolitis,Acute Bronchitis,2.16.840.1.113883.3.464.1004.1016
AAB,Avoidance of Antibiotic Treatment for Acute Bronchitis/Bronchiolitis,Comorbid Conditions,2.16.840.1.113883.3.464.1004.1066
AAB,Avoidance of Antibiotic Treatment for Acute Bronchitis/Bronchiolitis,Competing Diagnosis,2.16.840.1.113883.3.464.1004.1067
AAB,Avoidance of Antibiotic Treatment for Acute Bronchitis/Bronchiolitis,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
AAB,Avoidance of Antibiotic Treatment for Acute Bronchitis/Bronchiolitis,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
AAB,Avoidance of Antibiotic Treatment for Acute Bronchitis/Bronchiolitis,Inpatient Stay,2.16.840.1.113883.3.464.1004.1395
AAB,Avoidance of Antibiotic Treatment for Acute Bronchitis/Bronchiolitis,"Outpatient, ED and Telehealth",2.16.840.1.113883.3.464.1004.2443
AAB,Avoidance of Antibiotic Treatment for Acute Bronchitis/Bronchiolitis,Pharyngitis,2.16.840.1.113883.3.464.1004.1210
AAP,Adults' Access to Preventive/Ambulatory Health Services,Ambulatory Visits,2.16.840.1.113883.3.464.1004.1022
AAP,Adults' Access to Preventive/Ambulatory Health Services,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
AAP,Adults' Access to Preventive/Ambulatory Health Services,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
AAP,Adults' Access to Preventive/Ambulatory Health Services,Reason for Ambulatory Visit,2.16.840.1.113883.3.464.1004.2475
ACP,Advance Care Planning,Advance Care Planning,2.16.840.1.113883.3.464.1004.1020
ACP,Advance Care Planning,Advanced Illness,2.16.840.1.113883.3.464.1004.1465
ACP,Advance Care Planning,CPT CAT II Modifier,2.16.840.1.113883.3.464.1004.1464
ACP,Advance Care Planning,Frailty Device,2.16.840.1.113883.3.464.1004.1530
ACP,Advance Care Planning,Frailty Diagnosis,2.16.840.1.113883.3.464.1004.1531
ACP,Advance Care Planning,Frailty Encounter,2.16.840.1.113883.3.464.1004.1532
ACP,Advance Care Planning,Frailty Symptom,2.16.840.1.113883.3.464.1004.1533
ACP,Advance Care Planning,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
ACP,Advance Care Planning,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
ACP,Advance Care Planning,Palliative Care Assessment,2.16.840.1.113883.3.464.1004.2225
ACP,Advance Care Planning,Palliative Care Encounter,2.16.840.1.113883.3.464.1004.1450
ACP,Advance Care Planning,Palliative Care Intervention,2.16.840.1.113883.3.464.1004.2224
ADD-E,Follow-Up Care for Children Prescribed ADHD Medication,Acute Inpatient,2.16.840.1.113883.3.464.1004.1810
ADD-E,Follow-Up Care for Children Prescribed ADHD Medication,BH Outpatient,2.16.840.1.113883.3.464.1004.1481
ADD-E,Follow-Up Care for Children Prescribed ADHD Medication,Health and Behavior Assessment or Intervention,2.16.840.1.113883.3.464.1004.1487
ADD-E,Follow-Up Care for Children Prescribed ADHD Medication,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
ADD-E,Follow-Up Care for Children Prescribed ADHD Medication,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
ADD-E,Follow-Up Care for Children Prescribed ADHD Medication,Inpatient Stay,2.16.840.1.113883.3.464.1004.1395
ADD-E,Follow-Up Care for Children Prescribed ADHD Medication,"Mental, Behavioral and Neurodevelopmental Disorders",2.16.840.1.113883.3.464.1004.1961
ADD-E,Follow-Up Care for Children Prescribed ADHD Medication,Narcolepsy,2.16.840.1.113883.3.464.1004.1182
ADD-E,Follow-Up Care for Children Prescribed ADHD Medication,Nonacute Inpatient Stay,2.16.840.1.113883.3.464.1004.1398
ADD-E,Follow-Up Care for Children Prescribed ADHD Medication,Online Assessments,2.16.840.1.113883.3.464.1004.1446
ADD-E,Follow-Up Care for Children Prescribed ADHD Medication,Outpatient POS,2.16.840.1.113883.3.464.1004.1443
ADD-E,Follow-Up Care for Children Prescribed ADHD Medication,Partial Hospitalization or Intensive Outpatient,2.16.840.1.113883.3.464.1004.1492
ADD-E,Follow-Up Care for Children Prescribed ADHD Medication,Telehealth POS,2.16.840.1.113883.3.464.1004.1460
ADD-E,Follow-Up Care for Children Prescribed ADHD Medication,Telephone Visits,2.16.840.1.113883.3.464.1004.1246
ADD-E,Follow-Up Care for Children Prescribed ADHD Medication,Visit Setting Unspecified,2.16.840.1.113883.3.464.1004.1493
AHU,Acute Hospital Utilization,Acute Condition,2.16.840.1.113883.3.464.1004.1324
AHU,Acute Hospital Utilization,Bone Marrow Transplant,2.16.840.1.113883.3.464.1004.1325
AHU,Acute Hospital Utilization,Chemotherapy Encounter,2.16.840.1.113883.3.464.1004.1519
AHU,Acute Hospital Utilization,Deliveries Infant Record,2.16.840.1.113883.3.464.1004.1073
AHU,Acute Hospital Utilization,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
AHU,Acute Hospital Utilization,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
AHU,Acute Hospital Utilization,Inpatient Stay,2.16.840.1.113883.3.464.1004.1395
AHU,Acute Hospital Utilization,Introduction of Autologous Pancreatic Cells,2.16.840.1.113883.3.464.1004.1459
AHU,Acute Hospital Utilization,Kidney Transplant,2.16.840.1.113883.3.464.1004.1141
AHU,Acute Hospital Utilization,Maternity,2.16.840.1.113883.3.464.1004.1169
AHU,Acute Hospital Utilization,Maternity Diagnosis,2.16.840.1.113883.3.464.1004.1170
AHU,Acute Hospital Utilization,Mental and Behavioral Disorders,2.16.840.1.113883.3.464.1004.1300
AHU,Acute Hospital Utilization,Nonacute Inpatient Stay,2.16.840.1.113883.3.464.1004.1398
AHU,Acute Hospital Utilization,Observation Stay,2.16.840.1.113883.3.464.1004.1461
AHU,Acute Hospital Utilization,Organ Transplant Other Than Kidney,2.16.840.1.113883.3.464.1004.1195
AHU,Acute Hospital Utilization,"Outpatient, ED, Telephone, Acute Inpatient and Nonacute Inpatient",2.16.840.1.113883.3.464.1004.2474
AHU,Acute Hospital Utilization,Potentially Planned Procedures,2.16.840.1.113883.3.464.1004.1327
AHU,Acute Hospital Utilization,Rehabilitation,2.16.840.1.113883.3.464.1004.1328
AIS-E,Adult Immunization Status,Adult Hepatitis B Immunization (3 dose),2.16.840.1.113883.3.464.1004.2544
AIS-E,Adult Immunization Status,Adult Hepatitis B Vaccine Procedure (2 dose),2.16.840.1.113883.3.464.1004.2541
AIS-E,Adult Immunization Status,Adult Hepatitis B Vaccine Procedure (3 dose),2.16.840.1.113883.3.464.1004.2542
AIS-E,Adult Immunization Status,Adult Influenza Immunization,2.16.840.1.113883.3.464.1004.1913
AIS-E,Adult Immunization Status,Adult Influenza Vaccine Procedure,2.16.840.1.113883.3.464.1004.1914
AIS-E,Adult Immunization Status,Adult Pneumococcal Immunization,2.16.840.1.113883.3.464.1004.2405
AIS-E,Adult Immunization Status,Adult Pneumococcal Vaccine Procedure,2.16.840.1.113883.3.464.1004.2406
AIS-E,Adult Immunization Status,American Indian or Alaska Native Detailed Race,2.16.840.1.113883.3.464.1004.2365
AIS-E,Adult Immunization Status,"Anaphylaxis Due to Diphtheria, Tetanus or Pertussis Vaccine",2.16.840.1.113883.3.464.1004.2240
AIS-E,Adult Immunization Status,Anaphylaxis Due to Herpes Zoster Vaccine,2.16.840.1.113883.3.464.1004.2379
AIS-E,Adult Immunization Status,Asian Detailed Race,2.16.840.1.113883.3.464.1004.2366
AIS-E,Adult Immunization Status,Black or African American Detailed Race,2.16.840.1.113883.3.464.1004.2367
AIS-E,Adult Immunization Status,"Encephalitis Due to Diphtheria, Tetanus or Pertussis Vaccine",2.16.840.1.113883.3.464.1004.2241
AIS-E,Adult Immunization Status,Hepatitis B,2.16.840.1.113883.3.464.1004.1266
AIS-E,Adult Immunization Status,Hepatitis B Immunity Finding,2.16.840.1.113883.3.464.1004.2592
AIS-E,Adult Immunization Status,Hepatitis B Immunization,2.16.840.1.113883.3.464.1004.1759
AIS-E,Adult Immunization Status,Hepatitis B Prevaccination Tests,2.16.840.1.113883.3.464.1004.2543
AIS-E,Adult Immunization Status,Hepatitis B Tests With Threshold of 10,2.16.840.1.113883.3.464.1004.2567
AIS-E,Adult Immunization Status,Hepatitis B Vaccine Procedure,2.16.840.1.113883.3.464.1004.1760
AIS-E,Adult Immunization Status,Herpes Zoster Recombinant Vaccine Procedure,2.16.840.1.113883.3.464.1004.1918
AIS-E,Adult Immunization Status,Hispanic or Latino Detailed Ethnicity,2.16.840.1.113883.3.464.1004.2368
AIS-E,Adult Immunization Status,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
AIS-E,Adult Immunization Status,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
AIS-E,Adult Immunization Status,Influenza Virus LAIV Immunization,2.16.840.1.113883.3.464.1004.1974
AIS-E,Adult Immunization Status,Influenza Virus LAIV Vaccine Procedure,2.16.840.1.113883.3.464.1004.1973
AIS-E,Adult Immunization Status,Native Hawaiian or Other Pacific Islander Detailed Race,2.16.840.1.113883.3.464.1004.2369
AIS-E,Adult Immunization Status,Td Immunization,2.16.840.1.113883.3.464.1004.1923
AIS-E,Adult Immunization Status,Td Vaccine Procedure,2.16.840.1.113883.3.464.1004.1924
AIS-E,Adult Immunization Status,Tdap Vaccine Procedure,2.16.840.1.113883.3.464.1004.1792
AIS-E,Adult Immunization Status,White Detailed Race,2.16.840.1.113883.3.464.1004.2370
AMR,Asthma Medication Ratio,American Indian or Alaska Native Detailed Race,2.16.840.1.113883.3.464.1004.2365
AMR,Asthma Medication Ratio,Asian Detailed Race,2.16.840.1.113883.3.464.1004.2366
AMR,Asthma Medication Ratio,Asthma,2.16.840.1.113883.3.464.1004.1025
AMR,Asthma Medication Ratio,Black or African American Detailed Race,2.16.840.1.113883.3.464.1004.2367
AMR,Asthma Medication Ratio,ED and Acute Inpatient,2.16.840.1.113883.3.464.1004.2465
AMR,Asthma Medication Ratio,Hispanic or Latino Detailed Ethnicity,2.16.840.1.113883.3.464.1004.2368
AMR,Asthma Medication Ratio,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
AMR,Asthma Medication Ratio,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
AMR,Asthma Medication Ratio,Inpatient Stay,2.16.840.1.113883.3.464.1004.1395
AMR,Asthma Medication Ratio,Native Hawaiian or Other Pacific Islander Detailed Race,2.16.840.1.113883.3.464.1004.2369
AMR,Asthma Medication Ratio,Nonacute Inpatient Stay,2.16.840.1.113883.3.464.1004.1398
AMR,Asthma Medication Ratio,Outpatient and Telehealth,2.16.840.1.113883.3.464.1004.2466
AMR,Asthma Medication Ratio,Respiratory Diseases With Different Treatment Approaches Than Asthma,2.16.840.1.113883.3.464.1004.2467
AMR,Asthma Medication Ratio,White Detailed Race,2.16.840.1.113883.3.464.1004.2370
APM-E,Metabolic Monitoring for Children and Adolescents on Antipsychotics,Cholesterol Lab Test,2.16.840.1.113883.3.464.1004.1742
APM-E,Metabolic Monitoring for Children and Adolescents on Antipsychotics,Cholesterol Test Result or Finding,2.16.840.1.113883.3.464.1004.1743
APM-E,Metabolic Monitoring for Children and Adolescents on Antipsychotics,CPT CAT II Modifier,2.16.840.1.113883.3.464.1004.1464
APM-E,Metabolic Monitoring for Children and Adolescents on Antipsychotics,Glucose Lab Test,2.16.840.1.113883.3.464.1004.1751
APM-E,Metabolic Monitoring for Children and Adolescents on Antipsychotics,Glucose Test Result or Finding,2.16.840.1.113883.3.464.1004.1752
APM-E,Metabolic Monitoring for Children and Adolescents on Antipsychotics,HbA1c Lab Test,2.16.840.1.113883.3.464.1004.1755
APM-E,Metabolic Monitoring for Children and Adolescents on Antipsychotics,HbA1c Test Result or Finding,2.16.840.1.113883.3.464.1004.1756
APM-E,Metabolic Monitoring for Children and Adolescents on Antipsychotics,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
APM-E,Metabolic Monitoring for Children and Adolescents on Antipsychotics,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
APM-E,Metabolic Monitoring for Children and Adolescents on Antipsychotics,LDL C Lab Test,2.16.840.1.113883.3.464.1004.1769
APM-E,Metabolic Monitoring for Children and Adolescents on Antipsychotics,LDL C Test Result or Finding,2.16.840.1.113883.3.464.1004.1770
APP,Use of First-Line Psychosocial Care for Children and Adolescents on Antipsychotics,Bipolar Disorder,2.16.840.1.113883.3.464.1004.1044
APP,Use of First-Line Psychosocial Care for Children and Adolescents on Antipsychotics,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
APP,Use of First-Line Psychosocial Care for Children and Adolescents on Antipsychotics,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
APP,Use of First-Line Psychosocial Care for Children and Adolescents on Antipsychotics,Other Psychotic and Developmental Disorders,2.16.840.1.113883.3.464.1004.1315
APP,Use of First-Line Psychosocial Care for Children and Adolescents on Antipsychotics,Psychosocial Care,2.16.840.1.113883.3.464.1004.1316
APP,Use of First-Line Psychosocial Care for Children and Adolescents on Antipsychotics,Residential Behavioral Health Treatment,2.16.840.1.113883.3.464.1004.1966
APP,Use of First-Line Psychosocial Care for Children and Adolescents on Antipsychotics,Schizophrenia,2.16.840.1.113883.3.464.1004.1234
ASF-E,Unhealthy Alcohol Use Screening and Follow-Up,Alcohol Counseling or Other Follow Up Care,2.16.840.1.113883.3.464.1004.1437
ASF-E,Unhealthy Alcohol Use Screening and Follow-Up,Alcohol Use Disorder,2.16.840.1.113883.3.464.1004.1339
ASF-E,Unhealthy Alcohol Use Screening and Follow-Up,Dementia,2.16.840.1.113883.3.464.1004.1074
ASF-E,Unhealthy Alcohol Use Screening and Follow-Up,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
ASF-E,Unhealthy Alcohol Use Screening and Follow-Up,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
AXR,Antibiotic Utilization for Respiratory Conditions,AXR Competing Diagnosis,2.16.840.1.113883.3.464.1004.2245
AXR,Antibiotic Utilization for Respiratory Conditions,Comorbid Conditions,2.16.840.1.113883.3.464.1004.1066
AXR,Antibiotic Utilization for Respiratory Conditions,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
AXR,Antibiotic Utilization for Respiratory Conditions,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
AXR,Antibiotic Utilization for Respiratory Conditions,Inpatient Stay,2.16.840.1.113883.3.464.1004.1395
AXR,Antibiotic Utilization for Respiratory Conditions,"Outpatient, ED and Telehealth",2.16.840.1.113883.3.464.1004.2443
AXR,Antibiotic Utilization for Respiratory Conditions,Respiratory Conditions and Symptoms,2.16.840.1.113883.3.464.1004.2246
BCS-E,Breast Cancer Screening,Absence of Left Breast,2.16.840.1.113883.3.464.1004.1329
BCS-E,Breast Cancer Screening,Absence of Right Breast,2.16.840.1.113883.3.464.1004.1330
BCS-E,Breast Cancer Screening,Advanced Illness,2.16.840.1.113883.3.464.1004.1465
BCS-E,Breast Cancer Screening,American Indian or Alaska Native Detailed Race,2.16.840.1.113883.3.464.1004.2365
BCS-E,Breast Cancer Screening,Asian Detailed Race,2.16.840.1.113883.3.464.1004.2366
BCS-E,Breast Cancer Screening,Bilateral Mastectomy,2.16.840.1.113883.3.464.1004.1042
BCS-E,Breast Cancer Screening,Black or African American Detailed Race,2.16.840.1.113883.3.464.1004.2367
BCS-E,Breast Cancer Screening,Clinical Unilateral Mastectomy,2.16.840.1.113883.3.464.1004.1948
BCS-E,Breast Cancer Screening,Frailty Device,2.16.840.1.113883.3.464.1004.1530
BCS-E,Breast Cancer Screening,Frailty Diagnosis,2.16.840.1.113883.3.464.1004.1531
BCS-E,Breast Cancer Screening,Frailty Encounter,2.16.840.1.113883.3.464.1004.1532
BCS-E,Breast Cancer Screening,Frailty Symptom,2.16.840.1.113883.3.464.1004.1533
BCS-E,Breast Cancer Screening,Gender Dysphoria,2.16.840.1.113883.3.464.1004.2454
BCS-E,Breast Cancer Screening,Hispanic or Latino Detailed Ethnicity,2.16.840.1.113883.3.464.1004.2368
BCS-E,Breast Cancer Screening,History of Bilateral Mastectomy,2.16.840.1.113883.3.464.1004.1331
BCS-E,Breast Cancer Screening,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
BCS-E,Breast Cancer Screening,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
BCS-E,Breast Cancer Screening,Mammography,2.16.840.1.113883.3.464.1004.1168
BCS-E,Breast Cancer Screening,Native Hawaiian or Other Pacific Islander Detailed Race,2.16.840.1.113883.3.464.1004.2369
BCS-E,Breast Cancer Screening,Palliative Care Assessment,2.16.840.1.113883.3.464.1004.2225
BCS-E,Breast Cancer Screening,Palliative Care Encounter,2.16.840.1.113883.3.464.1004.1450
BCS-E,Breast Cancer Screening,Palliative Care Intervention,2.16.840.1.113883.3.464.1004.2224
BCS-E,Breast Cancer Screening,Unilateral Mastectomy,2.16.840.1.113883.3.464.1004.1256
BCS-E,Breast Cancer Screening,Unilateral Mastectomy Left,2.16.840.1.113883.3.464.1004.1334
BCS-E,Breast Cancer Screening,Unilateral Mastectomy Right,2.16.840.1.113883.3.464.1004.1335
BCS-E,Breast Cancer Screening,White Detailed Race,2.16.840.1.113883.3.464.1004.2370
BPC-E,Blood Pressure Control for Patients With Hypertension,Acute Inpatient,2.16.840.1.113883.3.464.1004.1810
BPC-E,Blood Pressure Control for Patients With Hypertension,Acute Inpatient POS,2.16.840.1.113883.3.464.1004.1027
BPC-E,Blood Pressure Control for Patients With Hypertension,Advanced Illness,2.16.840.1.113883.3.464.1004.1465
BPC-E,Blood Pressure Control for Patients With Hypertension,American Indian or Alaska Native Detailed Race,2.16.840.1.113883.3.464.1004.2365
BPC-E,Blood Pressure Control for Patients With Hypertension,Asian Detailed Race,2.16.840.1.113883.3.464.1004.2366
BPC-E,Blood Pressure Control for Patients With Hypertension,Black or African American Detailed Race,2.16.840.1.113883.3.464.1004.2367
BPC-E,Blood Pressure Control for Patients With Hypertension,CPT CAT II Modifier,2.16.840.1.113883.3.464.1004.1464
BPC-E,Blood Pressure Control for Patients With Hypertension,Dialysis Procedure,2.16.840.1.113883.3.464.1004.1952
BPC-E,Blood Pressure Control for Patients With Hypertension,Diastolic Blood Pressure,2.16.840.1.113883.3.464.1004.1965
BPC-E,Blood Pressure Control for Patients With Hypertension,Diastolic Less Than 90,2.16.840.1.113883.3.464.1004.2459
BPC-E,Blood Pressure Control for Patients With Hypertension,ED,2.16.840.1.113883.3.464.1004.1086
BPC-E,Blood Pressure Control for Patients With Hypertension,ESRD Diagnosis,2.16.840.1.113883.3.464.1004.1747
BPC-E,Blood Pressure Control for Patients With Hypertension,Essential Hypertension,2.16.840.1.113883.3.464.1004.1122
BPC-E,Blood Pressure Control for Patients With Hypertension,Frailty Device,2.16.840.1.113883.3.464.1004.1530
BPC-E,Blood Pressure Control for Patients With Hypertension,Frailty Diagnosis,2.16.840.1.113883.3.464.1004.1531
BPC-E,Blood Pressure Control for Patients With Hypertension,Frailty Encounter,2.16.840.1.113883.3.464.1004.1532
BPC-E,Blood Pressure Control for Patients With Hypertension,Frailty Symptom,2.16.840.1.113883.3.464.1004.1533
BPC-E,Blood Pressure Control for Patients With Hypertension,Hispanic or Latino Detailed Ethnicity,2.16.840.1.113883.3.464.1004.2368
BPC-E,Blood Pressure Control for Patients With Hypertension,History of Nephrectomy or Kidney Transplant,2.16.840.1.113883.3.464.1004.1908
BPC-E,Blood Pressure Control for Patients With Hypertension,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
BPC-E,Blood Pressure Control for Patients With Hypertension,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
BPC-E,Blood Pressure Control for Patients With Hypertension,Inpatient Stay,2.16.840.1.113883.3.464.1004.1395
BPC-E,Blood Pressure Control for Patients With Hypertension,Kidney Transplant,2.16.840.1.113883.3.464.1004.1141
BPC-E,Blood Pressure Control for Patients With Hypertension,Native Hawaiian or Other Pacific Islander Detailed Race,2.16.840.1.113883.3.464.1004.2369
BPC-E,Blood Pressure Control for Patients With Hypertension,Nonacute Inpatient Stay,2.16.840.1.113883.3.464.1004.1398
BPC-E,Blood Pressure Control for Patients With Hypertension,Outpatient and Telehealth Without UBREV,2.16.840.1.113883.3.464.1004.2470
BPC-E,Blood Pressure Control for Patients With Hypertension,Palliative Care Assessment,2.16.840.1.113883.3.464.1004.2225
BPC-E,Blood Pressure Control for Patients With Hypertension,Palliative Care Encounter,2.16.840.1.113883.3.464.1004.1450
BPC-E,Blood Pressure Control for Patients With Hypertension,Palliative Care Intervention,2.16.840.1.113883.3.464.1004.2224
BPC-E,Blood Pressure Control for Patients With Hypertension,Partial Nephrectomy,2.16.840.1.113883.3.464.1004.2391
BPC-E,Blood Pressure Control for Patients With Hypertension,Pregnancy,2.16.840.1.113883.3.464.1004.1219
BPC-E,Blood Pressure Control for Patients With Hypertension,Systolic and Diastolic Result,2.16.840.1.113883.3.464.1004.2458
BPC-E,Blood Pressure Control for Patients With Hypertension,Systolic Blood Pressure,2.16.840.1.113883.3.464.1004.1964
BPC-E,Blood Pressure Control for Patients With Hypertension,Systolic Less Than 140,2.16.840.1.113883.3.464.1004.1243
BPC-E,Blood Pressure Control for Patients With Hypertension,Total Nephrectomy,2.16.840.1.113883.3.464.1004.2390
BPC-E,Blood Pressure Control for Patients With Hypertension,White Detailed Race,2.16.840.1.113883.3.464.1004.2370
BPD,Blood Pressure Control for Patients With Diabetes,Acute Inpatient,2.16.840.1.113883.3.464.1004.1810
BPD,Blood Pressure Control for Patients With Diabetes,Acute Inpatient POS,2.16.840.1.113883.3.464.1004.1027
BPD,Blood Pressure Control for Patients With Diabetes,Advanced Illness,2.16.840.1.113883.3.464.1004.1465
BPD,Blood Pressure Control for Patients With Diabetes,CPT CAT II Modifier,2.16.840.1.113883.3.464.1004.1464
BPD,Blood Pressure Control for Patients With Diabetes,Diabetes,2.16.840.1.113883.3.464.1004.1077
BPD,Blood Pressure Control for Patients With Diabetes,Diastolic Blood Pressure,2.16.840.1.113883.3.464.1004.1965
BPD,Blood Pressure Control for Patients With Diabetes,Diastolic Less Than 90,2.16.840.1.113883.3.464.1004.2459
BPD,Blood Pressure Control for Patients With Diabetes,ED,2.16.840.1.113883.3.464.1004.1086
BPD,Blood Pressure Control for Patients With Diabetes,Frailty Device,2.16.840.1.113883.3.464.1004.1530
BPD,Blood Pressure Control for Patients With Diabetes,Frailty Diagnosis,2.16.840.1.113883.3.464.1004.1531
BPD,Blood Pressure Control for Patients With Diabetes,Frailty Encounter,2.16.840.1.113883.3.464.1004.1532
BPD,Blood Pressure Control for Patients With Diabetes,Frailty Symptom,2.16.840.1.113883.3.464.1004.1533
BPD,Blood Pressure Control for Patients With Diabetes,Hospice Encounter,2.16.840.1.113883.3.464.1004.1761
BPD,Blood Pressure Control for Patients With Diabetes,Hospice Intervention,2.16.840.1.113883.3.464.1004.1762
BPD,Blood Pressure Control for Patients With Diabetes,Palliative Care Assessment,2.16.840.1.113883.3.464.1004.2225
BPD,Blood Pressure Control for Patients With Diabetes,Palliative Care Encounter,2.16.840.1.113883.3.464.1004.1450
BPD,Blood Pressure Control for Patients With Diabetes,Palliative Care Intervention,2.16.840.1.113883.3.464.1004.2224
BPD,Blood Pressure Control for Patients With Diabetes,Systolic and Diastolic Result,2.16.840.1.113883.3.464.1004.2458
BPD,Blood Pressure Control for Patients With Diabetes,Systolic Blood Pressure,2.16.840.1.113883.3.464.1004.1964
BPD,Blood Pressure Control for Patients With Diabetes,Systolic Less Than 140,2.16.840.1.113883.3.464.1004.1243
CBP,Controlling High Blood Pressure,Acute Inpatient,2.16.840.1.113883.3.464.1004.1810
CBP,Controlling High Blood Pressure,Acute Inpatient POS,2.16.840.1.113883.3.464.1004.1027
CBP,Controlling High Blood Pressure,Advanced Illness,2.16.840.1.113883.3.464.1004.1465
CBP,Controlling High Blood Pressure,American Indian or Alaska Native Detailed Race,2.16.840.1.113883.3.464.1004.2365
CBP,Controlling High Blood Pressure,Asian Detailed Race,2.16.840.1.113883.3.464.1004.2366
CBP,Controlling High Blood Pressure,Black or African American Detailed Race,2.16.840.1.113883.3.464.1004.2367
CBP,Controlling High Blood Pressure,CPT CAT II Modifier,2.16.840.1.113883.3.464.1004.1464
